customer_id,home_store,customer_first-name,customer_email,customer_since,loyalty_card_number,birthdate,gender,birth_year
5030,5,Adele,Hayley@a.org,2017-08-08,995-598-2164,1963-09-14,F,1963
5031,5,Ryan,Buckminster@accumsan.us,2018-08-27,452-733-0409,1995-07-28,Not Specified,1995
5032,5,Nadine,Holmes@turpis.com,2018-03-23,604-161-8203,1977-09-26,F,1977
5033,5,Nola,Ria@condimentum.com,2018-02-10,523-304-4054,1975-03-09,F,1975
5034,5,Ifeoma,Ulysses@Ut.net,2017-10-11,064-471-1812,1967-09-03,F,1967
5035,5,Shad,India@neque.gov,2018-04-06,506-747-5741,1991-12-08,Not Specified,1991
5036,5,Paki,Myles@parturient.com,2017-02-02,821-335-4845,1952-03-01,M,1952
5037,5,Claudia,Uriah@mauris.net,2019-03-14,111-270-6796,1999-09-17,F,1999
5038,5,Ethan,Guy@sociosqu.edu,2018-06-17,523-998-7504,1983-01-16,M,1983
5039,5,Buckminster,Helen@ligula.com,2018-03-05,339-575-8262,1976-08-11,M,1976
5040,5,Sandra,George@pede.com,2018-06-29,801-855-1031,1994-01-21,Not Specified,1994
5041,5,Yasir,Rae@ac.edu,2017-12-12,719-108-6394,1971-06-19,M,1971
5042,5,Sara,Carson@varius.net,2017-09-14,005-902-1147,1986-09-21,Not Specified,1986
5043,5,Joseph,Mufutau@ridiculus.com,2017-12-15,860-861-9854,1971-09-05,M,1971
5044,5,Kyla,Tyler@non.us,2017-07-27,958-484-3738,1962-12-30,F,1962
5045,5,Hall,Grady@viverra.gov,2019-04-09,141-386-1471,2001-04-09,M,2001
5046,5,Sierra,Anthony@Class.us,2017-11-14,559-739-1508,1988-04-19,Not Specified,1988
5047,5,Hector,Willa@tortor.com,2017-05-31,714-524-1120,1959-06-16,M,1959
5048,5,Jin,Lewis@sem.org,2019-04-04,636-079-5610,2001-02-23,Not Specified,2001
5049,5,Vaughan,Hammett@primis.gov,2018-05-31,850-211-8761,1993-04-30,Not Specified,1993
5050,5,Roary,Hyatt@senectus.com,2018-06-30,639-964-1848,1983-11-01,F,1983
5051,5,Kyla,Burke@pharetra.gov,2018-02-13,645-456-4827,1990-08-08,Not Specified,1990
5052,5,Bryar,Deborah@mauris.us,2018-02-21,599-472-2561,1975-11-23,F,1975
5053,5,Reagan,Illana@bibendum.edu,2019-01-04,175-540-6733,1995-06-17,F,1995
5054,5,Ulysses,Linus@egestas.org,2018-11-14,907-601-7860,1997-07-28,Not Specified,1997
5055,5,Catherine,Abel@luctus.gov,2017-06-07,143-651-4247,1959-11-16,F,1959
5056,5,Yasir,Brock@dictum.net,2017-07-22,061-925-2978,1962-09-03,M,1962
5057,5,Zephania,Ingrid@Curabitur.org,2019-02-25,045-239-2781,2000-03-06,Not Specified,2000
5058,5,Cairo,Regina@rutrum.org,2018-04-02,535-386-5884,1978-04-29,M,1978
5059,5,Martena,Latifah@purus.com,2019-02-28,483-038-6849,1998-11-10,F,1998
5060,5,Hilda,Marah@morbi.com,2018-01-16,834-045-8923,1973-08-17,F,1973
5061,5,Yoko,Haley@sed.com,2017-12-17,778-451-1040,1971-10-14,F,1971
5062,5,Leila,Destiny@Cras.net,2018-03-12,893-303-6522,1977-01-11,F,1977
5063,5,Cynthia,Len@Morbi.us,2019-03-01,136-049-5766,2000-04-19,Not Specified,2000
5064,5,Solomon,Shannon@Vestibulum.edu,2018-06-14,090-926-2119,1982-10-30,M,1982
5065,5,Odessa,Noel@quis.us,2017-09-04,155-036-1690,1965-05-28,F,1965
5066,5,Justin,Angela@Mauris.com,2018-04-16,892-756-0906,1979-03-09,M,1979
5067,5,Paki,Deirdre@conubia.net,2017-01-28,697-157-0647,1980-11-26,Not Specified,1980
5068,5,Ori,Fallon@aptent.com,2017-08-10,859-086-4788,1963-11-05,F,1963
5069,5,Brian,Yen@non.us,2018-02-16,639-535-0494,1975-07-16,M,1975
5070,5,Mallory,Sophia@nibh.edu,2018-05-22,755-892-4349,1981-06-04,F,1981
5071,5,Beau,Rose@Vivamus.gov,2017-12-01,940-695-0745,1970-10-27,M,1970
5072,5,Althea,Colin@In.com,2017-03-02,265-479-9112,1981-10-02,Not Specified,1981
5073,5,Urielle,Wyatt@conubia.com,2017-11-19,749-707-2995,1970-01-30,F,1970
5074,5,Miriam,Vaughan@facilisis.net,2018-02-19,416-488-1852,1975-10-03,F,1975
5075,5,Adrian,Leslie@viverra.com,2017-05-17,519-675-5830,1983-09-10,Not Specified,1983
5076,5,Guinevere,Beck@lorem.gov,2018-12-26,792-225-9636,1994-11-22,F,1994
5077,5,Adria,Karen@placerat.edu,2018-02-25,262-828-2176,1990-11-27,Not Specified,1990
5078,5,Gage,Dana@Curabitur.net,2017-04-14,090-829-2339,1982-11-04,Not Specified,1982
5079,5,Sybil,Louis@adipiscing.org,2017-01-31,981-129-9290,1952-01-30,F,1952
5080,5,Elmo,Macaulay@Cum.us,2018-09-26,683-004-1071,1989-04-06,M,1989
5081,5,Brady,Courtney@magnis.net,2018-05-15,414-204-4561,1992-11-26,Not Specified,1992
5082,5,Roth,Vladimir@Quisque.net,2017-11-24,061-527-8955,1970-05-24,M,1970
5083,5,Yardley,Neve@Class.gov,2019-02-10,085-930-2719,1999-10-25,Not Specified,1999
5084,5,Randall,Charity@nibh.net,2018-06-03,551-416-9431,1993-05-23,Not Specified,1993
5085,5,Ray,Nigel@ultrices.us,2017-09-02,668-644-6225,1965-03-31,M,1965
5086,5,Adara,Chaney@accumsan.org,2018-07-14,036-348-1997,1984-09-07,F,1984
5087,5,Sopoline,Nelle@posuere.us,2018-12-24,956-476-8438,1994-10-01,F,1994
5088,5,Megan,Charles@mollis.org,2018-04-22,009-027-9803,1979-08-01,F,1979
5089,5,Mollie,Felicia@dolor.us,2017-08-19,824-848-2525,1964-05-30,F,1964
5090,5,Marsden,Helen@metus.org,2018-11-14,659-011-4235,1992-04-06,M,1992
5091,5,Meghan,Slade@In.org,2017-01-11,687-174-8230,1980-06-24,Not Specified,1980
5092,5,Cleo,Lael@montes.gov,2018-08-06,740-341-9235,1986-02-06,F,1986
5093,5,Tiger,Igor@magna.org,2018-11-07,516-070-9394,1991-11-01,M,1991
5094,5,Rogan,Clayton@non.org,2017-04-05,769-376-2504,1956-01-10,M,1956
5095,5,Ferris,Dominic@consectetuer.us,2017-09-23,838-720-1287,1966-07-14,M,1966
5096,5,Kai,Cade@Aliquam.org,2018-04-08,379-957-8974,1978-09-24,F,1978
5097,5,Yuli,Jakeem@turpis.org,2017-10-22,429-805-7863,1987-09-11,Not Specified,1987
5098,5,Odessa,Deanna@lacinia.org,2018-10-21,309-117-4600,1990-10-12,F,1990
5099,5,Jillian,Ursa@cursus.gov,2018-05-15,793-155-2087,1980-12-30,F,1980
5100,5,Barclay,Keith@massa.edu,2017-12-22,718-551-8377,1972-02-09,M,1972
5101,5,Justina,Stuart@sem.gov,2017-01-22,604-592-2090,1951-07-07,F,1951
5102,5,Tana,Micah@bibendum.org,2018-07-13,377-309-3376,1994-06-03,Not Specified,1994
5103,5,Andrew,Zachery@ullamcorper.gov,2017-04-30,276-599-4806,1957-07-11,M,1957
5104,5,Yasir,Otto@nostra.edu,2018-08-19,008-170-5026,1986-11-26,M,1986
5105,5,Ruth,Ulric@montes.us,2018-08-08,150-309-3549,1986-03-30,F,1986
5106,5,Janna,Daquan@massa.net,2019-01-11,685-029-8856,1995-11-19,F,1995
5107,5,Kasimir,Dale@at.org,2017-10-17,511-940-0148,1968-01-13,M,1968
5108,5,Jenette,Neville@neque.org,2018-01-20,853-120-4552,1989-12-30,Not Specified,1989
5109,5,Tashya,Daria@Quisque.com,2017-10-18,353-896-8468,1968-02-06,F,1968
5110,5,Ursula,Teagan@sapien.gov,2018-12-01,657-665-0802,1997-12-30,Not Specified,1997
5111,5,Amir,Craig@Donec.net,2018-04-02,574-775-6882,1991-10-25,Not Specified,1991
5112,5,Amos,Isaiah@mauris.net,2017-08-15,560-395-0928,1964-03-04,M,1964
5113,5,Jennifer,Warren@nonummy.gov,2017-01-25,195-810-9465,1980-11-04,Not Specified,1980
5114,5,Edward,Sacha@a.org,2018-10-02,629-183-0571,1996-06-25,Not Specified,1996
5115,5,Carol,Francis@Aenean.net,2017-01-21,580-733-6882,1980-09-21,Not Specified,1980
5116,5,Rafael,Carol@fringilla.com,2017-08-12,366-625-0940,1963-12-17,M,1963
5117,5,Karyn,Galvin@Nam.net,2017-12-27,483-587-4989,1989-05-22,Not Specified,1989
5118,5,Belle,Tanisha@orci.gov,2019-03-17,613-992-3485,1999-11-08,F,1999
5119,5,Devin,Joelle@nunc.com,2017-03-31,815-625-7635,1982-06-25,Not Specified,1982
5120,5,Mark,Cheryl@et.org,2019-03-20,064-490-1526,2000-10-13,Not Specified,2000
5121,5,Mollie,Chester@Maecenas.org,2018-11-10,175-829-3649,1992-01-21,F,1992
5122,5,Fallon,Montana@convallis.us,2017-05-19,007-979-5386,1958-09-28,F,1958
5123,5,Audrey,Carissa@taciti.org,2019-04-02,329-140-9841,2000-11-04,F,2000
5124,5,Hashim,Karen@ac.gov,2017-12-08,795-687-5681,1971-04-02,M,1971
5125,5,Astra,Declan@suscipit.us,2018-05-24,511-266-7056,1993-02-23,Not Specified,1993
5126,5,Paloma,Samson@id.net,2017-05-10,629-257-4633,1958-03-05,F,1958
5127,5,Whilemina,Constance@malesuada.com,2018-07-16,109-125-1344,1984-10-28,F,1984
5128,5,Maxwell,Azalia@Curabitur.gov,2018-02-08,397-196-9361,1990-06-25,Not Specified,1990
5129,5,Lane,Jillian@pretium.com,2017-02-01,027-524-3589,1981-01-09,Not Specified,1981
5130,5,Joan,Mari@varius.org,2017-07-30,130-762-2666,1985-07-28,Not Specified,1985
5131,5,Reuben,Lunea@pretium.edu,2017-04-16,391-345-8403,1956-09-01,M,1956
5132,5,Ashton,Signe@vehicula.org,2018-07-29,414-902-8566,1985-08-13,M,1985
5133,5,Rana,Wang@inceptos.org,2017-05-05,624-062-5544,1983-05-23,Not Specified,1983
5134,5,Hamish,Deacon@sociosqu.us,2018-12-04,358-197-9302,1993-07-20,M,1993
5135,5,Irma,Davis@porttitor.org,2019-01-18,668-623-5252,1996-04-22,F,1996
5136,5,Donovan,Kai@amet.us,2019-03-26,516-907-6616,2000-05-30,M,2000
5137,5,Ruth,Yoko@primis.gov,2017-06-23,229-461-5730,1960-11-13,F,1960
5138,5,Charles,Arsenio@tincidunt.edu,2019-03-08,688-752-1279,1999-05-05,M,1999
5139,5,Myles,Montana@pulvinar.net,2017-09-30,360-436-4322,1987-02-23,Not Specified,1987
5140,5,Tarik,Lacota@sollicitudin.com,2018-11-24,953-082-0773,1997-10-25,Not Specified,1997
5141,5,Florence,Devin@sed.org,2018-09-16,996-399-6514,1996-01-22,Not Specified,1996
5142,5,Debra,Armand@elementum.org,2019-03-16,221-105-2873,2000-08-30,Not Specified,2000
5143,5,Amos,Germane@penatibus.us,2018-01-29,083-299-5133,1974-06-20,M,1974
5144,5,Denise,Caleb@sem.edu,2019-03-03,781-285-9636,1999-01-01,F,1999
5145,5,Nita,Idona@varius.com,2018-09-09,014-260-7499,1988-03-24,F,1988
5146,5,Leigh,Tatiana@Class.us,2018-10-17,196-047-1993,1996-11-04,Not Specified,1996
5147,5,Gregory,Desiree@varius.edu,2018-11-27,358-186-7038,1993-02-13,M,1993
5148,5,Willow,Malachi@laoreet.com,2018-11-26,612-962-3656,1993-01-17,F,1993
5149,5,Noel,Zephr@conubia.edu,2017-06-14,636-542-1783,1960-04-20,F,1960
5150,5,Austin,Erin@vehicula.us,2018-12-11,391-638-6296,1993-12-24,M,1993
5151,5,Sophia,Kyla@augue.net,2017-10-26,186-108-0474,1987-10-25,Not Specified,1987
5152,5,Reese,Vaughan@habitant.gov,2017-05-20,582-152-1638,1958-10-24,M,1958
5153,5,Dominique,Ori@dui.com,2017-02-23,372-303-7067,1953-06-30,F,1953
5154,5,Abraham,Stone@senectus.edu,2018-10-21,693-649-2351,1996-12-19,Not Specified,1996
5155,5,Tashya,Debra@eu.edu,2018-08-25,848-466-9277,1995-07-06,Not Specified,1995
5156,5,Blaze,Ashely@quis.edu,2019-02-19,496-908-2991,1998-04-08,M,1998
5157,5,Kenneth,Sawyer@arcu.com,2017-09-19,428-541-3414,1966-04-26,M,1966
5158,5,Bruno,Constance@tincidunt.gov,2018-05-22,048-633-2335,1993-02-01,Not Specified,1993
5159,5,Avram,Noelani@posuere.edu,2018-05-27,263-118-5732,1981-10-03,M,1981
5160,5,Velma,Drake@id.net,2018-06-12,712-390-5849,1982-09-13,F,1982
5161,5,Amity,Ashely@scelerisque.gov,2017-04-04,477-514-8584,1982-08-08,Not Specified,1982
5162,5,Carol,Willow@tellus.org,2018-10-27,180-429-2795,1991-03-16,F,1991
5163,5,Craig,Tatum@placerat.com,2018-07-08,168-374-0876,1994-04-20,Not Specified,1994
5164,5,Brady,Kimberly@arcu.org,2018-08-08,414-449-2034,1995-02-01,Not Specified,1995
5165,5,Cole,Declan@Cras.edu,2017-03-02,020-412-3304,1953-11-18,M,1953
5166,5,Tanek,Upton@pulvinar.gov,2018-09-22,385-098-4279,1989-01-17,M,1989
5167,5,Avram,Fuller@Pellentesque.net,2017-08-18,213-882-9939,1986-01-21,Not Specified,1986
5168,5,Warren,Phoebe@scelerisque.com,2018-07-30,104-561-2134,1994-11-05,Not Specified,1994
5169,5,Gail,Lani@viverra.net,2018-08-01,181-989-4834,1985-10-26,F,1985
5170,5,Heather,Brianna@interdum.edu,2017-02-28,144-085-7920,1953-10-12,F,1953
5171,5,Skyler,Jordan@blandit.us,2017-07-16,483-891-0322,1962-04-15,F,1962
5172,5,Wendy,Hyacinth@faucibus.org,2017-04-19,834-780-0046,1956-11-24,F,1956
5173,5,Noble,Whitney@odio.net,2017-04-12,162-328-7170,1956-06-15,M,1956
5174,5,Jelani,Rajah@ligula.com,2017-02-09,063-305-8816,1981-03-17,Not Specified,1981
5175,5,Tobias,Kimberley@aliquet.gov,2017-01-22,896-804-7572,1951-07-10,M,1951
5176,5,Rogan,Ishmael@laoreet.com,2017-05-03,228-356-8288,1983-05-01,Not Specified,1983
5177,5,Morgan,Barrett@tristique.gov,2018-09-23,998-712-9101,1989-01-29,F,1989
5178,5,Lee,Anastasia@ornare.com,2017-12-15,612-033-0076,1989-02-01,Not Specified,1989
5179,5,Caleb,Kylee@rutrum.gov,2018-08-15,745-334-0310,1986-09-09,M,1986
5180,5,Baker,Lewis@ad.edu,2018-11-19,337-985-2704,1997-09-10,Not Specified,1997
5181,5,Denton,Michelle@posuere.us,2017-06-14,182-084-7548,1960-04-25,M,1960
5182,5,Madison,Felicia@magnis.edu,2018-11-15,291-404-7299,1992-05-04,F,1992
5183,5,Kameko,Arden@interdum.edu,2017-06-25,190-734-9216,1961-01-04,F,1961
5184,5,Chaim,Berk@tempus.gov,2019-01-22,657-462-6151,1996-07-20,M,1996
5185,5,Maris,Tamekah@sagittis.edu,2019-03-28,993-087-6709,2000-07-24,F,2000
5186,5,Oprah,Chadwick@purus.gov,2018-06-25,690-541-9643,1983-07-20,F,1983
5187,5,Darryl,Katelyn@dui.edu,2018-12-01,884-693-1637,1993-05-01,F,1993
5188,5,Dai,Amos@Duis.gov,2017-10-04,625-126-2028,1967-04-01,F,1967
5189,5,Rebekah,Judith@netus.org,2017-08-26,732-980-7720,1964-11-02,F,1964
5190,5,Jonah,Emmanuel@Curae.us,2018-02-22,413-164-0301,1975-12-20,M,1975
5191,5,Kirk,Nero@montes.edu,2017-03-14,774-715-7815,1982-01-21,Not Specified,1982
5192,5,Castor,India@metus.org,2017-04-19,990-466-4880,1982-12-19,Not Specified,1982
5193,5,Margaret,Cain@dolor.gov,2018-01-06,203-432-9720,1973-01-22,F,1973
5194,5,Andrew,Lance@Nunc.net,2019-03-25,408-989-1424,2000-11-27,Not Specified,2000
5195,5,Sasha,Armando@conubia.org,2018-05-17,297-315-1892,1981-02-20,F,1981
5196,5,Nelle,Chaney@nostra.org,2017-04-09,312-047-9832,1982-09-21,Not Specified,1982
5197,5,Derek,Kennan@posuere.net,2018-08-26,749-469-4407,1987-05-02,M,1987
5198,5,Leigh,Caldwell@quis.org,2018-08-17,708-792-1233,1986-10-23,F,1986
5199,5,Gail,Whoopi@non.edu,2018-07-27,099-392-7300,1994-10-14,Not Specified,1994
5200,5,Henry,Amery@turpis.net,2017-06-07,478-143-2547,1959-11-20,M,1959
5201,5,Lamar,Cameron@Sed.gov,2018-12-10,355-552-6016,1998-03-29,Not Specified,1998
5202,5,Garrison,Rose@per.edu,2017-12-25,443-656-0284,1989-04-30,Not Specified,1989
5203,5,Uriah,Celeste@est.net,2017-06-10,985-548-1184,1960-02-06,M,1960
5204,5,Fredericka,Jenna@velit.com,2017-09-02,813-917-4539,1965-04-06,F,1965
5205,5,Keith,Noble@justo.edu,2019-02-27,025-654-7691,2000-03-28,Not Specified,2000
5206,5,Lesley,Thomas@ipsum.org,2018-04-17,790-752-6806,1979-04-19,F,1979
5207,5,Willa,Garth@non.gov,2018-08-22,345-551-4297,1987-02-04,F,1987
5208,5,Forrest,Aidan@magnis.com,2019-01-15,432-049-8822,1996-02-15,M,1996
5209,5,Louis,Astra@Curabitur.gov,2018-03-22,704-155-1172,1977-09-06,M,1977
5210,5,Ori,Colt@Proin.org,2018-06-05,178-588-4005,1993-06-14,Not Specified,1993
5211,5,Halla,Keely@varius.com,2018-07-01,059-261-8088,1994-02-12,Not Specified,1994
5212,5,Nayda,Peter@tempus.us,2018-01-13,661-065-1100,1973-06-26,F,1973
5213,5,Tanya,Erich@lectus.edu,2018-05-08,819-987-8541,1980-07-28,F,1980
5214,5,Stephen,Sawyer@ullamcorper.us,2017-04-02,511-683-2944,1955-10-24,M,1955
5215,5,Yuli,Rajah@Donec.gov,2017-04-12,133-489-4410,1982-10-13,Not Specified,1982
5216,5,Adena,Yoko@nonummy.com,2018-02-05,819-266-0332,1974-11-26,F,1974
5217,5,Kennan,Maisie@eros.edu,2018-01-01,680-885-7966,1972-10-01,M,1972
5218,5,Xaviera,Upton@Nulla.com,2018-07-28,362-335-0725,1985-07-14,F,1985
5219,5,Ariana,Reed@vel.edu,2017-07-07,981-591-3131,1961-09-20,F,1961
5220,5,Danielle,Walker@primis.com,2017-10-23,177-450-0154,1968-05-19,F,1968
5221,5,Stephanie,Ramona@hendrerit.edu,2018-10-19,203-237-9851,1996-11-27,Not Specified,1996
5222,5,Hayden,Irene@ultricies.com,2017-08-04,331-772-7148,1985-09-10,Not Specified,1985
5223,5,Howard,Vaughan@Nam.net,2017-08-09,116-641-7747,1985-10-24,Not Specified,1985
5224,5,Summer,Tobias@ut.edu,2018-12-15,396-377-4461,1994-03-08,F,1994
5225,5,Ima,Eleanor@amet.net,2018-07-25,932-763-9007,1994-09-22,Not Specified,1994
5226,5,Kiayada,Latifah@volutpat.us,2018-05-19,737-254-8561,1993-01-10,Not Specified,1993
5227,5,Dawn,Dane@vulputate.us,2017-09-30,428-464-8163,1966-12-18,F,1966
5228,5,Charde,Adrian@tortor.edu,2017-01-06,349-505-8576,1950-07-09,F,1950
5229,5,Camilla,Emerson@venenatis.edu,2018-03-21,234-434-5624,1977-08-06,F,1977
5230,5,Teagan,Gregory@Morbi.us,2019-03-30,291-782-4098,2001-01-10,Not Specified,2001
5231,5,Nyssa,Brandon@velit.org,2018-06-17,199-180-8519,1993-10-02,Not Specified,1993
5232,5,Victoria,Serena@faucibus.edu,2017-11-07,229-516-2155,1988-02-12,Not Specified,1988
5233,5,Sean,Lila@sit.com,2019-01-15,234-776-8483,1999-02-24,Not Specified,1999
5234,5,Mark,Troy@natoque.org,2017-05-27,761-662-6613,1959-03-30,M,1959
5235,5,Hamilton,Zephania@Vivamus.gov,2017-07-19,815-241-7834,1962-06-17,M,1962
5236,5,Oren,Hanna@sit.org,2018-03-26,205-410-6631,1991-08-20,Not Specified,1991
5237,5,Gavin,Allen@quis.us,2017-02-09,130-526-4232,1952-08-05,M,1952
5238,5,Sasha,Deacon@est.com,2018-12-25,190-698-3352,1998-08-08,Not Specified,1998
5239,5,Irene,Yvonne@posuere.org,2018-10-09,954-244-6319,1996-08-30,Not Specified,1996
5240,5,Uriel,Celeste@mi.com,2018-07-20,496-090-0538,1994-08-08,Not Specified,1994
5241,5,Belle,Rafael@Nam.edu,2017-01-27,309-327-0814,1951-10-18,F,1951
5242,5,Flynn,Leonard@Quisque.com,2018-09-18,277-844-9937,1996-02-13,Not Specified,1996
5243,5,Jordan,Jonah@egestas.us,2017-05-13,686-827-2302,1983-07-28,Not Specified,1983
5244,5,Hiroko,Jesse@tempus.org,2017-08-31,953-888-0110,1965-02-13,F,1965
5245,5,Colton,Wilma@turpis.us,2018-07-22,713-783-5494,1985-03-10,M,1985
5246,5,Hamilton,Clayton@Quisque.net,2017-02-16,988-058-1737,1953-01-09,M,1953
5247,5,Delilah,Wayne@tellus.org,2018-04-14,232-324-8136,1992-02-13,Not Specified,1992
5248,5,Ulysses,Aquila@elit.com,2017-03-29,177-660-1818,1955-08-06,M,1955
5249,5,Carla,Hector@accumsan.edu,2017-12-06,108-926-4146,1988-11-04,Not Specified,1988
5250,5,Marshall,Garrison@Class.edu,2018-04-09,300-036-1127,1978-10-03,M,1978
5251,5,Daquan,Moses@placerat.gov,2018-08-08,586-264-7261,1986-04-05,M,1986
5252,5,Ethan,Hyacinth@volutpat.edu,2017-11-28,505-955-9439,1970-08-10,M,1970
5253,5,Lester,Hermione@penatibus.us,2017-10-24,838-321-7219,1968-06-18,M,1968
5254,5,Destiny,Dante@quam.org,2017-05-08,192-555-4995,1958-01-12,F,1958
5255,5,Peter,Zachary@sollicitudin.gov,2017-01-08,647-631-6884,1950-08-31,M,1950
5256,5,Galvin,Buffy@vehicula.net,2017-08-28,761-805-7358,1986-04-19,Not Specified,1986
5257,5,Elijah,Alexa@id.net,2017-02-28,017-645-0645,1981-09-10,Not Specified,1981
5258,5,Zachery,Kaseem@turpis.gov,2017-04-02,564-095-4557,1982-07-17,Not Specified,1982
5259,5,Ima,Hanae@ultrices.net,2017-05-06,424-630-8237,1957-11-22,F,1957
5260,5,Deanna,Keith@sagittis.org,2017-12-01,193-895-2887,1970-10-16,F,1970
5261,5,Vernon,Mariko@ante.edu,2017-11-17,525-598-5856,1969-12-18,M,1969
5262,5,Wanda,Kylie@sociosqu.us,2017-09-18,611-393-9794,1966-04-03,F,1966
5263,5,Pearl,Eugenia@nunc.edu,2017-08-12,847-174-8354,1963-12-27,F,1963
5264,5,Marny,Stella@diam.com,2017-01-15,457-757-6039,1951-02-01,F,1951
5265,5,Dante,Clarke@leo.net,2018-02-15,232-327-9610,1990-08-30,Not Specified,1990
5266,5,Forrest,Emerald@pretium.org,2018-04-26,182-937-0529,1979-10-30,M,1979
5267,5,Chandler,Jessica@purus.edu,2018-04-26,517-061-8762,1992-06-02,Not Specified,1992
5268,5,Mercedes,Anika@cursus.org,2019-01-25,859-783-2584,1996-09-25,F,1996
5269,5,Raja,Kelsey@Curabitur.org,2018-03-18,476-330-1786,1991-06-14,Not Specified,1991
5270,5,Arden,Nora@viverra.org,2018-04-28,154-001-9588,1992-06-24,Not Specified,1992
5271,5,TaShya,Kasimir@ipsum.gov,2017-12-30,320-664-2499,1972-08-19,F,1972
5272,5,Jerome,Kyra@pretium.net,2017-07-09,200-223-9574,1985-01-09,Not Specified,1985
5273,5,India,Janna@magna.org,2017-02-19,002-041-5490,1953-03-19,F,1953
5274,5,Garrett,Plato@Aliquam.com,2018-01-15,416-019-0682,1973-08-10,M,1973
5275,5,Bo,Francesca@consequat.net,2018-09-16,484-025-4659,1988-08-26,F,1988
5276,5,Ralph,Nathaniel@congue.edu,2019-01-05,044-212-0921,1995-06-25,M,1995
5277,5,Yetta,Adrian@in.gov,2018-12-17,544-543-6892,1998-06-03,Not Specified,1998
5278,5,Ginger,Xyla@Nullam.us,2018-03-14,951-084-8682,1977-03-03,F,1977
5279,5,Marshall,Samuel@ultrices.edu,2017-02-04,064-915-7088,1981-01-31,Not Specified,1981
5280,5,Juliet,Angela@ante.net,2018-05-06,110-982-8209,1980-06-06,F,1980
5281,5,Bevis,Angela@fringilla.edu,2017-12-11,254-425-5537,1988-12-18,Not Specified,1988
5282,5,Deacon,Gage@In.com,2017-09-26,576-293-5921,1966-09-30,M,1966
5283,5,Christopher,Driscoll@consectetuer.gov,2017-10-13,860-520-5537,1967-10-27,M,1967
5284,5,Amber,Rebecca@Nunc.gov,2017-10-29,337-225-6048,1968-10-21,F,1968
5285,5,Teegan,Craig@dignissim.net,2018-01-11,996-577-3859,1973-05-05,F,1973
5286,5,Benedict,Adrienne@nascetur.us,2018-12-29,935-535-6082,1995-01-19,M,1995
5287,5,Galena,April@Cras.gov,2018-05-07,732-927-7206,1992-09-21,Not Specified,1992
5288,5,Nissim,Unity@facilisi.org,2018-05-13,099-398-2956,1980-11-24,M,1980
5289,5,Berk,Peter@sem.edu,2017-12-25,642-010-6737,1972-04-27,M,1972
5290,5,Bree,Patience@nostra.com,2017-03-16,254-001-5440,1982-02-12,Not Specified,1982
5291,5,Grace,Preston@fermentum.com,2017-01-29,931-391-4698,1951-12-09,F,1951
5292,5,Xyla,Lester@tristique.com,2017-04-29,346-460-7226,1957-06-19,F,1957
5293,5,Connor,Breanna@Class.gov,2017-09-30,089-233-2747,1966-12-17,M,1966
5294,5,Isabella,Talon@mollis.net,2017-03-30,261-203-0848,1955-08-16,F,1955
5295,5,Macaulay,Cally@Sed.edu,2017-09-02,529-966-5403,1986-06-03,Not Specified,1986
5296,5,Noble,Joseph@diam.edu,2017-07-15,693-736-9309,1962-03-30,M,1962
5297,5,Cassandra,Fitzgerald@vulputate.com,2017-11-12,064-116-7578,1969-08-28,F,1969
5298,5,Emmanuel,Reece@Integer.gov,2017-10-27,753-120-3347,1968-09-04,M,1968
5299,5,Joan,Owen@Donec.org,2018-05-20,226-911-6174,1981-04-13,F,1981
5300,5,Amanda,Ella@tempor.gov,2017-01-16,960-011-9461,1980-08-07,Not Specified,1980
5301,5,Oliver,Hedley@erat.com,2018-08-29,005-168-2905,1987-07-19,M,1987
5302,5,Kermit,Tara@libero.org,2017-01-19,465-652-0937,1951-04-23,M,1951
5303,5,Dara,Ulla@netus.com,2018-04-27,606-239-7351,1979-11-12,F,1979
5304,5,Hadassah,Whoopi@accumsan.org,2017-09-13,353-799-5946,1965-12-21,F,1965
5305,5,Patience,Idona@lacus.us,2017-02-10,070-233-0225,1952-08-24,F,1952
5306,5,Kylynn,Shoshana@massa.us,2017-06-27,531-931-9507,1984-09-21,Not Specified,1984
5307,5,Luke,Mary@Aenean.org,2017-02-12,025-781-5658,1952-10-22,M,1952
5308,5,Fulton,Dexter@convallis.org,2017-04-09,120-529-9185,1956-03-28,M,1956
5309,5,Shannon,Marny@elit.org,2017-06-16,657-751-9324,1960-06-11,F,1960
5310,5,Michael,Dolan@scelerisque.us,2018-05-24,316-013-9732,1981-07-17,M,1981
5311,5,Bradley,Lev@Donec.net,2018-04-11,860-325-3375,1992-01-21,Not Specified,1992
5312,5,Irma,Lucius@sagittis.gov,2018-05-01,113-289-9591,1980-02-24,F,1980
5313,5,Stuart,Signe@enim.us,2017-07-08,874-823-7184,1961-10-25,M,1961
5314,5,Xaviera,Isaiah@nisi.org,2017-11-29,438-601-4225,1988-08-30,Not Specified,1988
5315,5,Lee,Quin@habitant.edu,2017-06-13,344-283-6053,1984-05-11,Not Specified,1984
5316,5,Ruth,Joel@Praesent.net,2017-04-10,064-678-7794,1956-05-01,F,1956
5317,5,Leslie,Libby@non.com,2017-01-13,759-809-5785,1980-07-16,Not Specified,1980
5318,5,Scarlett,Cleo@ante.net,2018-01-27,987-998-0467,1990-03-06,Not Specified,1990
